City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
125,xining,0,CN,1584412787,38,36.62,101.77,38.23,4.34
126,ekpoma,100,NG,1584413017,86,6.74,6.14,79.05,4.09
127,farīdpur,20,BD,1584413017,64,23.6,89.83,75.2,3.36
128,hualmay,100,PE,1584413017,72,-11.1,-77.61,73.36,2.89
129,chui,0,UY,1584413017,76,-33.7,-53.46,63.88,7.47
130,atambua,2,ID,1584413018,66,-9.11,124.89,83.84,6.02
131,cam ranh,40,VN,1584413018,79,11.92,109.16,86.0,11.41
132,saint-estève,40,FR,1584412924,93,42.71,2.84,53.01,3.36
133,salas,40,ES,1584413018,87,43.41,-6.26,46.99,3.36
134,ponta delgada,20,PT,1584413018,87,37.73,-25.67,55.4,2.24
135,moyo,89,UG,1584413019,80,3.66,31.72,71.31,0.94
136,leningradskiy,100,RU,1584413019,81,69.38,178.42,26.15,9.26
137,vaini,75,TO,1584413018,74,-21.2,-175.2,87.8,21.92
138,san quintín,7,MX,1584412784,69,30.48,-115.95,57.18,5.44
139,baculin,76,PH,1584413019,64,7.45,126.58,81.57,6.4
140,tyukhtet,100,RU,1584413019,86,56.54,89.3,22.14,12.01
141,quatre cocos,75,MU,1584413020,94,-20.21,57.76,75.2,9.17
142,kavieng,32,PG,1584412832,72,-2.57,150.8,84.36,10.07
143,mossamedes,99,AO,1584412874,83,-15.2,12.15,74.61,7.9
144,mount gambier,87,AU,1584413020,26,-37.83,140.77,80.6,17.22
145,donghai,100,CN,1584413020,65,22.95,115.64,70.0,4.74
146,bluff,51,NZ,1584412809,77,-46.6,168.33,52.0,3.0
147,vila franca do campo,20,PT,1584412817,87,37.72,-25.43,55.4,2.24
148,khatanga,0,RU,1584413021,95,71.97,102.5,-25.94,8.19
149,shitanjing,0,CN,1584413021,12,39.23,106.34,51.8,2.44
150,poniatowa,61,PL,1584413021,73,51.18,22.13,45.0,5.95
151,shingū,40,JP,1584413022,57,33.73,135.98,50.0,5.82
152,ilulissat,28,GL,1584412818,48,69.22,-51.1,-4.0,13.87
153,pacific grove,1,US,1584413022,62,36.62,-121.92,53.01,13.85
154,hirson,21,FR,1584413022,87,49.92,4.08,45.0,3.36
155,faya,33,SA,1584413022,77,18.39,42.45,62.6,6.93
156,taoudenni,78,ML,1584413023,12,22.68,-3.98,69.53,8.46
157,nouakchott,67,MR,1584413023,77,18.09,-15.98,68.0,12.75
158,lata,20,PT,1584413023,66,40.16,-8.33,51.01,10.29
159,naze,75,JP,1584413023,55,28.37,129.48,62.6,4.7
160,pisco,40,PE,1584413023,78,-13.7,-76.22,73.4,18.34
161,katsuura,75,JP,1584412794,45,35.13,140.3,51.01,4.7
162,gainesville,94,US,1584413024,100,29.65,-82.32,73.4,8.05
163,acapulco de juárez,20,MX,1584413024,74,16.86,-99.89,82.4,5.82
164,okhotsk,11,RU,1584413024,67,59.38,143.3,10.65,14.2
165,cayenne,20,GF,1584412752,83,4.93,-52.33,78.8,3.36
166,george town,20,MY,1584413024,55,5.41,100.34,86.0,6.93
167,karratha,0,AU,1584413024,68,-20.74,116.85,86.45,10.42
168,puerto escondido,0,MX,1584412837,80,15.85,-97.07,71.29,3.83
169,calvinia,47,ZA,1584413025,55,-31.47,19.78,66.2,6.93
170,yerbogachën,100,RU,1584413025,96,61.28,108.01,29.17,7.63
171,mareeba,90,AU,1584413025,83,-17.0,145.43,81.0,13.87
172,chokurdakh,0,RU,1584413025,88,70.63,147.92,-9.94,1.07
173,xalpatlahuac,0,MX,1584413026,76,17.47,-98.62,62.33,7.49
174,villamontes,76,BO,1584413026,89,-21.25,-63.5,70.47,2.59
175,erzin,75,TR,1584413026,100,36.96,36.2,53.6,11.41
176,pangnirtung,100,CA,1584412892,95,66.15,-65.71,-7.6,7.87
177,saskylakh,10,RU,1584412822,91,71.92,114.08,-27.56,14.65
178,clifton,90,US,1584413026,65,40.86,-74.16,42.8,8.05
179,grindavik,90,IS,1584413027,90,63.84,-22.43,33.8,14.99
180,buin,0,CL,1584413027,67,-33.73,-70.75,60.8,12.75
181,nabire,44,ID,1584413027,75,-3.37,135.48,83.75,2.98
182,pandan,32,PH,1584413027,75,14.05,124.17,79.36,19.37
183,kortkeros,40,RU,1584412792,79,61.81,51.58,28.4,6.71
184,medicine hat,5,CA,1584412803,67,50.05,-110.67,21.2,12.75
185,matara,100,LK,1584413028,75,5.95,80.54,80.6,7.05
186,muroto-misakicho,58,JP,1584413028,40,33.28,134.15,51.8,2.24
187,alexandria,40,EG,1584413009,82,31.22,29.96,59.0,13.87
188,chunskiy,100,RU,1584413028,87,56.08,99.63,28.17,21.23
189,arlit,100,NE,1584413028,8,18.74,7.39,76.37,10.92
190,sylacauga,75,US,1584413029,82,33.17,-86.25,69.8,8.05
191,havelock,1,US,1584412739,76,34.88,-76.9,54.0,11.41
192,kruisfontein,40,ZA,1584413029,79,-34.0,24.73,58.77,9.4
193,santa rosa,40,PH,1584413029,58,14.31,121.11,87.01,5.82
194,maamba,87,ZM,1584413030,91,-17.37,27.15,65.03,1.43
195,port elizabeth,0,ZA,1584413030,77,-33.92,25.57,64.4,23.04
196,port hardy,5,CA,1584412740,36,50.7,-127.42,48.2,5.82
197,behshahr,90,IR,1584413030,100,36.69,53.55,50.0,6.93
198,chara,100,RU,1584412773,70,56.91,118.26,18.9,2.17
199,tasiilaq,100,GL,1584413030,85,65.61,-37.64,12.2,3.94
200,raudeberg,100,NO,1584413031,93,61.99,5.14,43.0,32.21
201,latung,80,PH,1584413031,68,5.5,120.88,81.72,3.78
202,dikson,100,RU,1584413031,93,73.51,80.55,3.65,30.6
203,aswān,0,EG,1584413031,36,24.09,32.91,63.72,10.33
204,coquimbo,90,CL,1584413031,82,-29.95,-71.34,60.8,2.24
205,moose factory,90,CA,1584413032,92,51.26,-80.61,30.2,14.99
206,oranjestad,40,AW,1584413032,69,12.52,-70.03,80.6,14.99
207,norman wells,90,CA,1584413032,92,65.28,-126.83,8.6,3.36
208,kumbo,100,CM,1584413032,21,6.2,10.67,64.45,4.38
209,chisec,0,GT,1584413032,84,15.82,-90.28,70.88,3.42
210,logroño,90,ES,1584413033,100,42.47,-2.45,46.4,1.12
211,sur,0,OM,1584413033,53,22.57,59.53,66.76,0.96
212,mēga,27,ET,1584413033,51,4.05,38.3,69.87,8.9
213,sioux lookout,5,CA,1584413033,57,50.1,-91.92,21.2,5.82
214,sitka,90,US,1584413033,80,57.05,-135.33,39.2,9.17
215,necochea,0,AR,1584413033,89,-38.55,-58.74,60.01,7.0
216,phan thiet,53,VN,1584413034,44,10.93,108.1,88.12,7.67
217,mitsamiouli,47,KM,1584413034,72,-11.38,43.28,82.35,2.01
218,olafsvik,95,IS,1584412802,78,64.89,-23.71,28.54,50.49
219,burdeos,93,PH,1584413034,76,14.84,121.97,77.76,13.89
220,airai,59,TL,1584413034,56,-8.93,125.41,81.16,5.32
221,upernavik,0,GL,1584413034,50,72.79,-56.15,-18.33,9.13
222,mahébourg,75,MU,1584412846,94,-20.41,57.7,75.2,9.17
223,palauig,100,PH,1584412860,60,15.44,119.9,80.76,3.87
224,lagoa,0,PT,1584413035,80,39.05,-27.98,61.92,8.63
225,bintulu,75,MY,1584413035,79,3.17,113.03,84.2,2.24
226,demikhovo,100,RU,1584413036,59,55.8,38.88,33.8,2.24
227,boa vista,75,BR,1584413034,49,2.82,-60.67,89.6,5.82
228,sukhinichi,100,RU,1584413036,64,54.1,35.34,31.42,10.96
229,poopó,100,BO,1584413036,65,-18.37,-66.97,53.02,2.82
230,saldanha,0,ZA,1584412882,49,-33.01,17.94,69.8,8.05
231,roald,78,NO,1584413037,70,62.58,6.13,46.4,17.22
232,hong kong,40,HK,1584413037,77,22.29,114.16,72.0,19.46
233,tarko-sale,100,RU,1584413037,72,64.92,77.78,10.0,24.43
234,aykhal,100,RU,1584413037,83,66.0,111.5,-7.6,8.95
235,kaura namoda,28,NG,1584413037,10,12.59,6.58,72.14,10.33
236,tagusao,23,PH,1584413037,60,9.19,117.81,84.2,11.56
237,katherine,0,AU,1584413038,36,-14.47,132.27,93.2,9.17
238,ban tak,0,TH,1584413038,61,17.04,99.08,91.0,2.19
239,laguna,90,US,1584413038,81,38.42,-121.42,48.99,4.7
240,san cristobal,40,VE,1584413039,65,7.77,-72.22,80.6,2.24
241,vao,52,NC,1584413039,73,-22.67,167.48,78.6,14.83
242,trincomalee,71,LK,1584413039,68,8.57,81.23,82.99,7.09
243,tiarei,40,PF,1584413039,66,-17.53,-149.33,87.8,8.05
244,makakilo city,90,US,1584413039,100,21.35,-158.09,78.8,11.41
245,ruska poliana,100,UA,1584413040,58,49.42,31.92,34.05,10.58
246,tegul'det,96,RU,1584412815,83,57.31,88.17,16.36,6.93
247,barreirinha,99,BR,1584413040,92,-2.79,-57.07,74.17,2.91
248,yangi marg`ilon,85,UZ,1584413040,61,40.43,71.72,50.0,6.93
249,mugango,96,TZ,1584413040,72,-1.68,33.7,75.81,9.08
250,camacha,40,PT,1584412881,54,33.08,-16.33,59.0,11.41
251,jüterbog,75,DE,1584413041,100,51.98,13.08,45.0,2.24
252,port blair,89,IN,1584413041,75,11.67,92.75,83.05,11.54
253,port moresby,40,PG,1584413041,74,-9.44,147.18,84.2,12.75
254,madera,100,US,1584413041,100,37.17,-119.83,44.6,8.05
255,bandi̇̄pur,0,NP,1584413041,24,27.93,84.42,68.74,2.42
256,malakal,1,SS,1584413042,21,9.53,31.66,75.7,4.21
257,kutum,12,SD,1584413042,23,14.2,24.67,57.34,3.29
258,leh,67,IN,1584412875,32,34.17,77.58,13.24,1.1
259,khovd,100,MN,1584413042,20,48.01,91.64,40.24,6.38
260,markova,100,UA,1584413042,54,48.68,24.41,32.11,8.66
261,cherskiy,30,RU,1584413043,80,68.75,161.3,26.51,19.1
262,orlik,95,RU,1584413043,54,52.52,99.83,20.23,17.49
263,bilibino,89,RU,1584413043,85,68.05,166.44,17.92,4.88
264,hofn,100,IS,1584413043,84,64.25,-15.21,38.79,37.42
265,la asuncion,43,VE,1584413043,88,11.03,-63.86,77.0,9.17
266,saint-françois,61,FR,1584413044,87,46.42,3.91,46.4,2.24
267,nuuk,0,GL,1584412950,50,64.18,-51.72,5.0,13.87
268,codrington,100,AU,1584413044,50,-38.27,141.97,70.97,12.8
269,palizada,5,MX,1584413044,78,18.25,-92.08,78.8,18.34
270,srednekolymsk,100,RU,1584413044,88,67.45,153.68,2.03,4.9
271,juba,98,SS,1584413044,55,4.85,31.58,81.5,2.82
272,kitgum,21,UG,1584413045,68,3.28,32.89,71.58,2.95
273,beloha,20,MG,1584413045,97,-25.17,45.05,67.48,5.86
274,gigmoto,40,PH,1584413045,78,13.78,124.39,79.12,19.75
275,wamba,100,NG,1584413045,13,8.93,8.6,75.06,4.45
276,knysna,1,ZA,1584413045,93,-34.04,23.05,55.4,4.7
277,havøysund,90,NO,1584413046,86,71.0,24.66,26.6,47.2
278,gazojak,87,TM,1584413046,73,41.19,61.4,53.71,6.82
279,willowmore,100,ZA,1584413046,93,-33.29,23.49,52.21,7.65
280,morehead,90,US,1584412883,93,37.27,-87.18,45.0,1.16
281,sarangani,99,PH,1584413046,74,5.4,125.46,81.59,20.29
282,tondano,40,ID,1584413047,70,1.3,124.91,84.2,8.05
283,kondinskoye,100,RU,1584413047,94,59.65,67.41,23.99,10.96
284,estelle,75,US,1584413047,88,29.85,-90.11,73.4,6.93
285,sobolevo,100,RU,1584413047,76,54.43,31.9,31.75,7.96
286,ust'ye,61,RU,1584413047,93,59.63,39.74,25.43,7.81
287,tuktoyaktuk,90,CA,1584413048,92,69.45,-133.04,15.8,23.04
288,bairiki village,20,KI,1584413048,70,1.33,172.98,87.8,10.29
289,severo-kuril'sk,99,RU,1584413048,80,50.68,156.12,22.1,6.02
290,marsá maţrūḩ,40,EG,1584413048,76,31.35,27.25,55.4,11.41
291,qasigiannguit,28,GL,1584413048,48,68.82,-51.19,-4.0,13.87
292,bundaberg,75,AU,1584413049,47,-24.85,152.35,82.99,14.99
293,ballina,75,AU,1584413049,50,-28.87,153.57,77.0,19.46
294,lima,40,PE,1584413013,78,-12.04,-77.03,75.2,13.87
295,mäntsälä,1,FI,1584413049,92,60.66,25.28,27.0,3.36
296,sayán,100,PE,1584413049,95,-11.14,-77.19,52.0,2.28
297,geraldton,75,AU,1584413050,64,-28.77,114.6,73.4,12.75
298,vila,27,PT,1584413050,70,42.03,-8.16,50.0,9.17
299,abéché,0,TD,1584413050,15,13.83,20.83,72.88,11.63
300,powassan,90,CA,1584413050,54,46.03,-79.35,34.0,11.41
301,bogo,66,PH,1584413050,59,11.05,124.01,83.95,5.17
302,río gallegos,3,AR,1584412870,65,-51.62,-69.22,46.4,11.41
303,boende,100,CD,1584413051,99,-0.22,20.87,70.57,3.31
304,torbay,5,CA,1584412922,72,47.67,-52.73,17.01,2.24
305,shubarshi,37,KZ,1584412813,54,48.59,57.19,29.79,7.27
306,verkhnyaya inta,98,RU,1584413051,80,65.98,60.31,21.52,15.59
307,harper,99,LR,1584413051,93,4.38,-7.72,76.71,3.42
308,ahipara,9,NZ,1584413052,69,-35.17,173.17,66.58,25.86
309,bambous virieux,75,MU,1584413052,94,-20.34,57.76,75.2,9.17
310,sheridan,1,US,1584413052,68,44.83,-106.92,27.0,1.74
311,boddam,28,GB,1584413052,70,57.47,-1.78,44.6,10.29
312,mtwara,100,TZ,1584413052,98,-10.27,40.18,71.82,3.71
313,caicedonia,40,CO,1584413052,94,4.33,-75.83,69.8,2.24
314,gao,0,ML,1584413053,11,16.64,1.64,80.55,12.59
315,kasongo-lunda,100,CD,1584413053,99,-6.47,16.82,68.85,4.63
316,korbous,0,TN,1584413053,77,36.82,10.57,59.0,4.7
317,longyearbyen,40,SJ,1584412959,76,78.22,15.64,-11.2,6.93
318,tocache,100,PE,1584413053,97,-8.18,-76.51,66.16,2.04
319,clyde river,75,CA,1584412858,74,70.47,-68.59,-23.8,6.93
320,saint george,42,US,1584412902,57,37.1,-113.58,60.01,5.82
321,escuinapa,5,MX,1584413054,60,22.85,-105.8,71.6,6.93
322,samarai,99,PG,1584413054,59,-10.62,150.67,86.43,8.9
323,kieta,84,PG,1584413054,69,-6.22,155.63,84.04,5.68
324,ţăndărei,0,RO,1584413054,52,44.65,27.67,33.01,7.61
325,saint-joseph,75,RE,1584413055,88,-21.37,55.62,75.2,4.7
326,whyalla,0,AU,1584413055,20,-33.03,137.58,87.8,18.34
327,simbahan,31,PH,1584413055,75,6.3,120.58,81.46,6.82
328,dagestanskiye ogni,100,RU,1584413055,97,42.12,48.19,27.86,2.82
329,lüderitz,0,NA,1584413056,93,-26.65,15.16,62.6,1.12
330,baykit,100,RU,1584413056,77,61.67,96.37,17.19,12.48
331,henties bay,27,NA,1584413056,94,-22.12,14.28,61.0,3.91
